;solvent_names;solvent_class;base_names;base_class;temperature;ligand;Pd source;yield;article;reaction_smiles;boronate;bromide;condition_string
437;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;,,xphos;chloro(2-dicyclohexylphosphino-2?,4?,6?-triisopropyl-1,1?-biphenyl)[2-(2?-amino-1,1?-biphenyl?)]palladium(II);65.0;"Article; Tomanova, Monika; Jedinak, Luka?; Ko?a?, Jan; Kvapil, Lubomir; Hradil, Pavel; Canka?, Petr; Organic and Biomolecular Chemistry; vol. 15; 48; (2017); p. 10200 - 10211;";OB(O)C1=CSC=C1.BrC1=C(NN=C1N(=O)=O)N(=O)=O>>O=N(=O)C1=C(C2=CSC=C2)C(=NN1)N(=O)=O;OB(O)C1=CSC=C1;BrC1=C(NN=C1N(=O)=O)N(=O)=O;1,4-dioxane:water,,K3PO4,,XPhos
438;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;,,xphos;chloro(2-dicyclohexylphosphino-2?,4?,6?-triisopropyl-1,1?-biphenyl)[2-(2?-amino-1,1?-biphenyl?)]palladium(II);70.0;"Article; Tomanova, Monika; Jedinak, Luka?; Ko?a?, Jan; Kvapil, Lubomir; Hradil, Pavel; Canka?, Petr; Organic and Biomolecular Chemistry; vol. 15; 48; (2017); p. 10200 - 10211;";COC1=CC2=C(SC(=C2)B(O)O)C=C1.BrC1=C(NN=C1N(=O)=O)N(=O)=O>>COC1=CC=C2SC(=CC2=C1)C1=C(NN=C1N(=O)=O)N(=O)=O;COC1=CC2=C(SC(=C2)B(O)O)C=C1;BrC1=C(NN=C1N(=O)=O)N(=O)=O;1,4-dioxane:water,,K3PO4,,XPhos
444;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;75;,,xphos;chloro(2-dicyclohexylphosphino-2?,4?,6?-triisopropyl-1,1?-biphenyl)[2-(2?-amino-1,1?-biphenyl?)]palladium(II);83.0;"Article; Aebly, Andrew H.; Levy, Jeffrey N.; Steger, Benjamin J.; Quirke, Jonathan C.; Belitsky, Jason M.; RSC Advances; vol. 8; 50; (2018); p. 28323 - 28328;";OB(O)C1=COC=C1.CCOC(=O)C1=C(I)C2=C(N1)C=C(OC)C(OC)=C2>>CCOC(=O)C1=C(C2=COC=C2)C2=C(N1)C=C(OC)C(OC)=C2;OB(O)C1=COC=C1;CCOC(=O)C1=C(I)C2=C(N1)C=C(OC)C(OC)=C2;1,4-dioxane:water,,K3PO4,,XPhos
483;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;26.0;"Article; Lord, Anna-Marie; Mahon, Mary F.; Lloyd, Matthew D.; Threadgill, Michael D.; Journal of Medicinal Chemistry; vol. 52; 3; (2009); p. 868 - 877;";NC(=O)C1=C2N=CC(I)=CC2=CC=C1.OB(O)C1=CC=CN=C1>>NC(=O)C1=C2N=CC(=CC2=CC=C1)C1=CC=CN=C1;OB(O)C1=CC=CN=C1;NC(=O)C1=C2N=CC(I)=CC2=CC=C1;DMF:water,,Na2CO3,,PPh3
491;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;90;PPh3;Pd[P(Ph)3]4;74.0;"Article; Zeng, Qingping; Allen, John G.; Bourbeau, Matthew P.; Wang, Xianghong; Yao, Guomin; Tadesse, Seifu; Rider, James T.; Yuan, Chester C.; Hong, Fang-Tsao; Lee, Matthew R.; Zhang, Shiwen; Lofgren, Julie A.; Freeman, Daniel J.; Yang, Suijin; Li, Chun; Tominey, Elizabeth; Huang, Xin; Hoffman, Douglas; Yamane, Harvey K.; Fotsch, Christopher; Dominguez, Celia; Hungate, Randall; Zhang, Xiaoling; Bioorganic and Medicinal Chemistry Letters; vol. 20; 5; (2010); p. 1559 - 1564;";OB(O)C1=CC2=C(C=C1)C=NC=C2.CC(C)(C)OC(=O)N[C@H](CN(C(=O)OC(C)(C)C)C1=NC=C(Br)S1)CC1=CC=C(C=C1)C(F)(F)F>>CC(C)(C)OC(=O)N[C@H](CN(C(=O)OC(C)(C)C)C1=NC=C(S1)C1=CC=C2C=NC=CC2=C1)CC1=CC=C(C=C1)C(F)(F)F;OB(O)C1=CC2=C(C=C1)C=NC=C2;CC(C)(C)OC(=O)N[C@H](CN(C(=O)OC(C)(C)C)C1=NC=C(Br)S1)CC1=CC=C(C=C1)C(F)(F)F;1,4-dioxane:water,,Na2CO3,,PPh3
493;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;90;PPh3;Pd[P(Ph)3]4;25.0;"Article; Ontoria, Jesus M.; Altamura, Sergio; Di Marco, Annalise; Ferrigno, Federica; Laufer, Ralph; Muraglia, Ester; Palumbi, Maria Cecilia; Rowley, Michael; Scarpelli, Rita; Schultz-Fademrecht, Carsten; Serafini, Sergio; Steinkuehler, Christian; Jones, Philip; Journal of Medicinal Chemistry; vol. 52; 21; (2009); p. 6782 - 6789;";FC(F)(F)C(=O)C1=CC=C(Br)S1.OB(O)C1=CC2=C(NC=C2)C=C1>>FC(F)(F)C(=O)C1=CC=C(S1)C1=CC2=C(NC=C2)C=C1;OB(O)C1=CC2=C(NC=C2)C=C1;FC(F)(F)C(=O)C1=CC=C(Br)S1;DMF:water,,Na2CO3,,PPh3
521;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;90;PPh3;Pd[P(Ph)3]4;65.0;"Article; Tan, Runyu; Song, Datong; Organometallics; vol. 30; 6; (2011); p. 1637 - 1645;";BrC1=CC=CS1.OB(O)C1=C2N=CC=CC2=CC=C1>>S1C=CC=C1C1=CC=CC2=C1N=CC=C2;OB(O)C1=C2N=CC=CC2=CC=C1;BrC1=CC=CS1;DMF:water,,K3PO4,,PPh3
522;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;90;PPh3;Pd[P(Ph)3]4;85.0;"Article; Tan, Runyu; Song, Datong; Organometallics; vol. 30; 6; (2011); p. 1637 - 1645;";BrC1=CSC=C1.OB(O)C1=C2N=CC=CC2=CC=C1>>S1C=CC(=C1)C1=CC=CC2=C1N=CC=C2;OB(O)C1=C2N=CC=CC2=CC=C1;BrC1=CSC=C1;DMF:water,,K3PO4,,PPh3
523;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;98.0;"Article; Theeramunkong, Sewan; Caldarelli, Antonio; Massarotti, Alberto; Aprile, Silvio; Caprioglio, Diego; Zaninetti, Roberta; Teruggi, Alessia; Pirali, Tracey; Grosa, Giorgio; Tron, Gian Cesare; Genazzani, Armando A.; Journal of Medicinal Chemistry; vol. 54; 14; (2011); p. 4977 - 4986;";COC1=CC(=CC(OC)=C1OC)C1=CSC=C1Br.OB(O)C1=CC2=C(C=CC=C2)N=C1>>COC1=CC(=CC(OC)=C1OC)C1=CSC=C1C1=CN=C2C=CC=CC2=C1;OB(O)C1=CC2=C(C=CC=C2)N=C1;COC1=CC(=CC(OC)=C1OC)C1=CSC=C1Br;DMF:water,,Na2CO3,,PPh3
548;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;60;PPh3;Pd[P(Ph)3]4;43.0;"Article; Yang, Yuheng; Xie, Yongshu; Zhang, Qiong; Tian, He; Zhu, Weihong; Nakatani, Keitaro; Chemistry - A European Journal; vol. 18; 37; (2012); p. 11685 - 11694,10;";BrC1=C(Br)C2=NSN=C2C2=NSN=C12.COC1=CC=C(C=C1)C1=CC(B(O)O)=C(C)S1>>COC1=CC=C(C=C1)C1=CC(=C(C)S1)C1=C(C2=C(C)SC(=C2)C2=CC=C(OC)C=C2)C2=NSN=C2C2=NSN=C12;COC1=CC=C(C=C1)C1=CC(B(O)O)=C(C)S1;COc1ccc(-c2cc(-c3c(Br)c4nsnc4c4nsnc34)c(C)s2)cc1;1,4-dioxane:water,,Na2CO3,,PPh3
568;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;,,xphos;chloro(2-dicyclohexylphosphino-2?,4?,6?-triisopropyl-1,1?-biphenyl)[2-(2?-amino-1,1?-biphenyl)]palladium(II);86.0;"Article; Duefert, M. Alexander; Billingsley, Kelvin L.; Buchwald, Stephen L.; Journal of the American Chemical Society; vol. 135; 34; (2013); p. 12877 - 12885;";OB(O)C1=COC=C1.BrC1=NNC=C1>>N1C=CC(=N1)C1=COC=C1;OB(O)C1=COC=C1;BrC1=NNC=C1;1,4-dioxane:water,,K3PO4,,XPhos
569;toluene,,water;polarAromatic;sodium carbonate;carbonate;130;PPh3;Pd[P(Ph)3]4;60.0;"Article; Moore, Terry W.; Sana, Kasinath; Yan, Dan; Krumm, Stefanie A.; Thepchatri, Pahk; Snyder, James P.; Marengo, Jose; Arrendale, Richard F.; Prussia, Andrew J.; Natchus, Michael G.; Liotta, Dennis C.; Plemper, Richard K.; Sun, Aiming; ACS Medicinal Chemistry Letters; vol. 4; 8; (2013); p. 762 - 767;";CN1C(Br)=C(N=C1S(=O)(=O)CC1=CC=C(F)C=C1)C1=CC=C(F)C=C1.OB(O)C1=CC=CN=C1>>CN1C(=NC(=C1C1=CC=CN=C1)C1=CC=C(F)C=C1)S(=O)(=O)CC1=CC=C(F)C=C1;OB(O)C1=CC=CN=C1;CN1C(Br)=C(N=C1S(=O)(=O)CC1=CC=C(F)C=C1)C1=CC=C(F)C=C1;Toluene:water,,Na2CO3,,PPh3
593;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;95;PPh3;palladium diacetate;65.0;"Article; Dhara, Shubhendu; Singha, Raju; Ahmed, Atiur; Mandal, Haridas; Ghosh, Munmun; Nuree, Yasin; Ray, Jayanta K.; RSC Advances; vol. 4; 85; (2014); p. 45163 - 45167;";CC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1I.OB(O)C1=CN=C(Br)C=C1>>CC1=CC=C(C=C1)S(=O)(=O)NC1=C(C=CC=C1)C1=CC=C(Br)N=C1;OB(O)C1=CN=C(Br)C=C1;CC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1I;1,4-dioxane:water,,Na2CO3,,PPh3
619;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;110;P(cychex)3;Pd2(dba)3;91.0;"Article; Ohmura, Toshimichi; Morimasa, Yohei; Suginome, Michinori; Journal of the American Chemical Society; vol. 137; 8; (2015); p. 2852 - 2855;";CC1=NC=CC(Br)=C1.OB(O)C1=CC=NC=C1>>CC1=NC=CC(=C1)C1=CC=NC=C1;OB(O)C1=CC=NC=C1;CC1=NC=CC(Br)=C1;1,4-dioxane:water,,K3PO4,,Pcy3
625;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;45;SPhos;palladium diacetate;86.0;"Article; Yao, Zhaoyang; Zhang, Min; Li, Renzhi; Yang, Lin; Qiao, Yongna; Wang, Peng; Angewandte Chemie - International Edition; vol. 54; 20; (2015); p. 5994 - 5998; Angew. Chem.; (2015);";OB(O)C1=CC=CS1.CCCCCCCCC(CCCCCC)COC1=CC=C(C=C1)C1=CC2=C3C4=C(C=C(Br)C5=CC=CC(C6=C3C1=CC=C6)=C45)N2CC(CCCCCC)CCCCCCCC>>CCCCCCCCC(CCCCCC)COC1=CC=C(C=C1)C1=CC2=C3C4=C(C=C(C5=CC=CS5)C5=CC=CC(C6=CC=CC1=C36)=C45)N2CC(CCCCCC)CCCCCCCC;OB(O)C1=CC=CS1;CCCCCCCCC(CCCCCC)COC1=CC=C(C=C1)C1=CC2=C3C4=C(C=C(Br)C5=CC=CC(C6=C3C1=CC=C6)=C45)N2CC(CCCCCC)CCCCCCCC;1,4-dioxane:water,,K3PO4,,SPhos
682;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]4;60.0;"Article; Vichier-Guerre; Dugue; Bonhomme; Pochet; Organic and Biomolecular Chemistry; vol. 15; 38; (2017); p. 8193 - 8203;";OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC(I)=C1.OB(O)C1=CC=CN=C1F>>OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC(=C1)C1=CC=CN=C1F;OB(O)C1=CC=CN=C1F;OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC(I)=C1;DMF:water,,Na2CO3,,PPh3
684;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]4;60.0;"Article; Vichier-Guerre; Dugue; Bonhomme; Pochet; Organic and Biomolecular Chemistry; vol. 15; 38; (2017); p. 8193 - 8203;";OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC=C1I.OB(O)C1=CC=CN=C1F>>OC[C@@H]1O[C@@H](C[C@H]1O)N1C=NC=C1C1=CC=CN=C1F;OB(O)C1=CC=CN=C1F;OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC=C1I;DMF:water,,Na2CO3,,PPh3
688;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;,,xphos;chloro(2-dicyclohexylphosphino-2?,4?,6?-triisopropyl-1,1?-biphenyl)[2-(2?-amino-1,1?-biphenyl?)]palladium(II);62.0;"Article; Tomanova, Monika; Jedinak, Luka?; Ko?a?, Jan; Kvapil, Lubomir; Hradil, Pavel; Canka?, Petr; Organic and Biomolecular Chemistry; vol. 15; 48; (2017); p. 10200 - 10211;";OB(O)C1=CC2=C(S1)C=CC=C2.BrC1=C(NN=C1N(=O)=O)N(=O)=O>>O=N(=O)C1=C(C2=CC3=CC=CC=C3S2)C(=NN1)N(=O)=O;OB(O)C1=CC2=C(S1)C=CC=C2;BrC1=C(NN=C1N(=O)=O)N(=O)=O;1,4-dioxane:water,,K3PO4,,XPhos
713;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;140;PPh3;Pd[P(Ph)3]4;62.0;"Article; Bencheva, Leda Ivanova; De Matteo, Marilenia; Ferrante, Luca; Ferrara, Marco; Prandi, Adolfo; Randazzo, Pietro; Ronzoni, Silvano; Sinisi, Roberta; Seneci, Pierfausto; Summa, Vincenzo; Gallo, Mariana; Veneziano, Maria; Cellucci, Antonella; Mazzocchi, Nausicaa; Menegon, Andrea; Di Fabio, Romano; ACS Medicinal Chemistry Letters; vol. 10; 4; (2019); p. 627 - 632;";CC1=NN(C(C)=C1Br)C1=CC=C(C=C1)C#N.CC1=NC=C(C=C1)B(O)O>>CC1=NN(C(C)=C1C1=CC=C(C)N=C1)C1=CC=C(C=C1)C#N;CC1=NC=C(C=C1)B(O)O;CC1=NN(C(C)=C1Br)C1=CC=C(C=C1)C#N;DMF:water,,Na2CO3,,PPh3
749;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;20;PPh3;Pd[P(Ph)3]2Cl2;51.0;"Article; Clapham, Kate M.; Batsanov, Andrei S.; Bryce, Martin R.; Tarbit, Brian; Organic and Biomolecular Chemistry; vol. 7; 10; (2009); p. 2155 - 2161;";BrC1=NC=CS1.OB(O)C1=CC(=CN=C1)C(F)(F)F>>FC(F)(F)C1=CN=CC(=C1)C1=NC=CS1;OB(O)C1=CC(=CN=C1)C(F)(F)F;BrC1=NC=CS1;1,4-dioxane:water,,Na2CO3,,PPh3
750;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;24.0;"Article; Gibson, Christoph; Schnatbaum, Karsten; Pfeifer, Jochen R.; Locardi, Elsa; Paschke, Matthias; Reimer, Ulf; Richter, Uwe; Scharn, Dirk; Faussner, Alexander; Tradler, Thomas; Journal of Medicinal Chemistry; vol. 52; 14; (2009); p. 4370 - 4379;";CC1=NNC=C1Br.OC(=O)C(F)(F)F.CC1=NC2=C(OCC3=C(Cl)C=NC=C3Cl)C=CC=C2C(=C1)B(O)O>>CC1=NNC=C1C1=CC(C)=NC2=C1C=CC=C2OCC1=C(Cl)C=NC=C1Cl;CC1=NC2=C(OCC3=C(Cl)C=NC=C3Cl)C=CC=C2C(=C1)B(O)O;CC1=NNC=C1Br;1,4-dioxane:water,,Na2CO3,,PPh3
761;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;60.0;"Article; Voisin-Chiret, Anne Sophie; Muraglia, Marilena; Burzicki, Gregory; Perato, Serge; Corbo, Filomena; Sopkova-De Oliveira Santos, Jana; Franchini, Carlo; Rault, Sylvain; Tetrahedron; vol. 66; 40; (2010); p. 8000 - 8005;";BrC1=CC=C(I)C=C1.OB(O)C1=CN=C(Br)C=C1>>BrC1=CC=C(C=C1)C1=CN=C(Br)C=C1;OB(O)C1=CN=C(Br)C=C1;BrC1=CC=C(I)C=C1;1,4-dioxane:water,,Na2CO3,,PPh3
773;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;80;PPh3;Pd[P(Ph)3]4;64.0;"Article; Delaunay, Thierry; Es-Sayed, Mazen; Vors, Jean-Pierre; Monteiro, Nuno; Balme, Genevieve; European Journal of Organic Chemistry; 20-21; (2011); p. 3837 - 3848;";FC1=CC=C(C=C1)N1N=C(Br)C=C1I.OB(O)C1=CC=NC=C1>>FC1=CC=C(C=C1)N1N=C(Br)C=C1C1=CC=NC=C1;OB(O)C1=CC=NC=C1;FC1=CC=C(C=C1)N1N=C(Br)C=C1I;DMF:water,,K3PO4,,PPh3
774;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;76.0;"Article; Theeramunkong, Sewan; Caldarelli, Antonio; Massarotti, Alberto; Aprile, Silvio; Caprioglio, Diego; Zaninetti, Roberta; Teruggi, Alessia; Pirali, Tracey; Grosa, Giorgio; Tron, Gian Cesare; Genazzani, Armando A.; Journal of Medicinal Chemistry; vol. 54; 14; (2011); p. 4977 - 4986;";COC1=CC(=CC(OC)=C1OC)C1=CSC=C1Br.COC1=CC=C(C=N1)B(O)O>>COC1=CC=C(C=N1)C1=CSC=C1C1=CC(OC)=C(OC)C(OC)=C1;COC1=CC=C(C=N1)B(O)O;COC1=CC(=CC(OC)=C1OC)C1=CSC=C1Br;DMF:water,,Na2CO3,,PPh3
783;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;90;PPh3;Pd[P(Ph)3]4;40.0;"Article; Tan, Runyu; Song, Datong; Inorganic Chemistry; vol. 50; 21; (2011); p. 10614 - 10622;";BrC1=CSC=C1Br.CC1=NC2=C(C=CC=C2C=C1)B(O)O.CC1=NC2=C(C=CC=C2C=C1)B(O)O>>CC1=NC2=C(C=CC=C2C2=CSC=C2C2=CC=CC3=C2N=C(C)C=C3)C=C1;CC1=NC2=C(C=CC=C2C=C1)B(O)O;Cc1ccc2cccc(-c3cscc3Br)c2n1;DMF:water,,K3PO4,,PPh3
794;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]4;75.0;"Article; Meshram, H. M.; Chennakesava Reddy, B.; Aravind Kumar, D.; Kalyan, M.; Ramesh, P.; Kavitha, P.; Venkateswara Rao, J.; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 51; 9; (2012); p. 1411 - 1416,6;";OB(O)C1=CN(CC2=CC=CC=C2)N=C1.FC(F)(F)C1=CC(I)=C2C=CC=C(C2=N1)C(F)(F)F>>FC(F)(F)C1=NC2=C(C=CC=C2C(=C1)C1=CN(CC2=CC=CC=C2)N=C1)C(F)(F)F;OB(O)C1=CN(CC2=CC=CC=C2)N=C1;FC(F)(F)C1=CC(I)=C2C=CC=C(C2=N1)C(F)(F)F;1,4-dioxane:water,,Na2CO3,,PPh3
827;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;95;PPh3;palladium diacetate;59.0;"Article; Dhara, Shubhendu; Singha, Raju; Ahmed, Atiur; Mandal, Haridas; Ghosh, Munmun; Nuree, Yasin; Ray, Jayanta K.; RSC Advances; vol. 4; 85; (2014); p. 45163 - 45167;";CC1=CC=C(C=C1)S(=O)(=O)NC1=C(I)C=C(C)C=C1.OB(O)C1=CN=C(Br)C=C1>>CC1=CC=C(C=C1)S(=O)(=O)NC1=C(C=C(C)C=C1)C1=CC=C(Br)N=C1;OB(O)C1=CN=C(Br)C=C1;CC1=CC=C(C=C1)S(=O)(=O)NC1=C(I)C=C(C)C=C1;1,4-dioxane:water,,Na2CO3,,PPh3
828;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;95;PPh3;palladium diacetate;60.0;"Article; Dhara, Shubhendu; Singha, Raju; Ahmed, Atiur; Mandal, Haridas; Ghosh, Munmun; Nuree, Yasin; Ray, Jayanta K.; RSC Advances; vol. 4; 85; (2014); p. 45163 - 45167;";CC(=O)NC1=CC=CC=C1I.OB(O)C1=CN=C(Br)C=C1>>CC(=O)NC1=C(C=CC=C1)C1=CC=C(Br)N=C1;OB(O)C1=CN=C(Br)C=C1;CC(=O)NC1=CC=CC=C1I;1,4-dioxane:water,,Na2CO3,,PPh3
830;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;120;PPh3;Pd[P(Ph)3]4;76.0;"Article; Wen, Wandong; Young, Summer E.; Duvernay, Matthew T.; Schulte, Michael L.; Nance, Kellie D.; Melancon, Bruce J.; Engers, Julie; Locuson, Charles W.; Wood, Michael R.; Daniels, J. Scott; Wu, Wenjun; Lindsley, Craig W.; Hamm, Heidi E.; Stauffer, Shaun R.; Bioorganic and Medicinal Chemistry Letters; vol. 24; 19; (2014); p. 4708 - 4713;";CCOC(=O)C1=C(Br)C2=CC=CN=C2N1.COC1=CC=C(C=N1)B(O)O>>CCOC(=O)C1=C(C2=CC=CN=C2N1)C1=CN=C(OC)C=C1;COC1=CC=C(C=N1)B(O)O;CCOC(=O)C1=C(Br)C2=CC=CN=C2N1;DMF:water,,Na2CO3,,PPh3
863;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;120;PPh3;Pd[P(Ph)3]4;78.0;"Article; Temple, Kayla J.; Duvernay, Matthew T.; Young, Summer E.; Wen, Wandong; Wu, Wenjun; Maeng, Jae G.; Blobaum, Anna L.; Stauffer, Shaun R.; Hamm, Heidi E.; Lindsley, Craig W.; Journal of Medicinal Chemistry; vol. 59; 16; (2016); p. 7690 - 7695;";CCOC(=O)C1=C(Br)C2=C(N1)C=CC(OC(F)(F)F)=C2.COC1=CC=C(C=N1)B(O)O>>CCOC(=O)C1=C(C2=C(N1)C=CC(OC(F)(F)F)=C2)C1=CC=C(OC)N=C1;COC1=CC=C(C=N1)B(O)O;CCOC(=O)C1=C(Br)C2=C(N1)C=CC(OC(F)(F)F)=C2;DMF:water,,Na2CO3,,PPh3
880;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;48.0;"Article; Vichier-Guerre; Dugue; Bonhomme; Pochet; Organic and Biomolecular Chemistry; vol. 15; 38; (2017); p. 8193 - 8203;";OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC(I)=C1.OB(O)C1=CC(Br)=CN=C1>>OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC(=C1)C1=CC(Br)=CN=C1;OB(O)C1=CC(Br)=CN=C1;OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC(I)=C1;DMF:water,,Na2CO3,,PPh3
881;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;110;PPh3;Pd[P(Ph)3]4;46.0;"Article; Vichier-Guerre; Dugue; Bonhomme; Pochet; Organic and Biomolecular Chemistry; vol. 15; 38; (2017); p. 8193 - 8203;";OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC=C1I.COC1=NC=C(B(O)O)C(OC)=N1>>COC1=NC(OC)=C(C=N1)C1=CN=CN1[C@H]1C[C@H](O)[C@@H](CO)O1;COC1=NC=C(B(O)O)C(OC)=N1;OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC=C1I;DMF:water,,Na2CO3,,PPh3
905;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]2Cl2;48.0;"Article; Siddle, Jamie S.; Batsanov, Andrei S.; Bryce, Martin R.; European Journal of Organic Chemistry; 16; (2008); p. 2746 - 2750;";CCOC1=C(C=CC=N1)B(O)O.BrC1=CN=C(N=C1)N1C=CN=C1>>CCOC1=NC=CC=C1C1=CN=C(N=C1)N1C=CN=C1;CCOC1=C(C=CC=N1)B(O)O;BrC1=CN=C(N=C1)N1C=CN=C1;1,4-dioxane:water,,Na2CO3,,PPh3
909;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;53.0;"Article; Scheuble; Gross; Trefz; Brinkmann; Lopez Navarrete; Ruiz Delgado; Ludwigs; Macromolecules; vol. 48; 19; (2015); p. 7049 - 7059;";BrC1=C(Br)C=CS1.OB(O)C1=CC=CS1>>BrC1=C(SC=C1)C1=CC=CS1;OB(O)C1=CC=CS1;BrC1=C(Br)C=CS1;1,4-dioxane:water,,Na2CO3,,PPh3
911;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;9.0;"Article; Gibson, Christoph; Schnatbaum, Karsten; Pfeifer, Jochen R.; Locardi, Elsa; Paschke, Matthias; Reimer, Ulf; Richter, Uwe; Scharn, Dirk; Faussner, Alexander; Tradler, Thomas; Journal of Medicinal Chemistry; vol. 52; 14; (2009); p. 4370 - 4379;";OC(=O)C(F)(F)F.CC1=NC2=C(OCC3=C(Cl)C=NC=C3Cl)C=CC=C2C(=C1)B(O)O.CN1C=NN=C1Br>>CN1C=NN=C1C1=CC(C)=NC2=C(OCC3=C(Cl)C=NC=C3Cl)C=CC=C12;CC1=NC2=C(OCC3=C(Cl)C=NC=C3Cl)C=CC=C2C(=C1)B(O)O;CN1C=NN=C1Br;1,4-dioxane:water,,Na2CO3,,PPh3
927;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;80;PPh3;Pd[P(Ph)3]4;51.0;"Article; Delaunay, Thierry; Es-Sayed, Mazen; Vors, Jean-Pierre; Monteiro, Nuno; Balme, Genevieve; European Journal of Organic Chemistry; 20-21; (2011); p. 3837 - 3848;";COC1=CC=C(C=C1)N1N=C(Br)C=C1I.OB(O)C1=CC(Cl)=NC=C1>>COC1=CC=C(C=C1)N1N=C(Br)C=C1C1=CC(Cl)=NC=C1;OB(O)C1=CC(Cl)=NC=C1;COC1=CC=C(C=C1)N1N=C(Br)C=C1I;DMF:water,,K3PO4,,PPh3
928;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;80;PPh3;Pd[P(Ph)3]4;54.0;"Article; Delaunay, Thierry; Es-Sayed, Mazen; Vors, Jean-Pierre; Monteiro, Nuno; Balme, Genevieve; European Journal of Organic Chemistry; 20-21; (2011); p. 3837 - 3848;";FC1=CC=C(C=C1)N1N=C(Br)C=C1I.OB(O)C1=CC(Cl)=NC=C1>>FC1=CC=C(C=C1)N1N=C(Br)C=C1C1=CC(Cl)=NC=C1;OB(O)C1=CC(Cl)=NC=C1;FC1=CC=C(C=C1)N1N=C(Br)C=C1I;DMF:water,,K3PO4,,PPh3
935;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;80;PPh3;Pd[P(Ph)3]4;42.0;"Conference Paper; Sopkova-De Oliveira Santos, Jana; Voisin-Chiret, Anne Sophie; Burzicki, Gregory; Sebaoun, Laure; Sebban, Muriel; Lohier, Jean-Francois; Legay, Remi; Oulyadi, Hassan; Bureau, Ronan; Rault, Sylvain; Journal of Chemical Information and Modeling; vol. 52; 2; (2012); p. 429 - 439;";BrC1=C(Br)C=NC=C1.OB(O)C1=CC=CN=C1>>BrC1=C(C=CN=C1)C1=CN=CC=C1;OB(O)C1=CC=CN=C1;BrC1=C(Br)C=NC=C1;1,4-dioxane:water,,Na2CO3,,PPh3
